id,Faixa Etária,Gênero,Cor,Área de Residência,Tipo de Escola no Ensino Médio,Trabalha,Renda Individual,Escolaridade dos Cuidadores,Renda Familiar Total,Área Conhecimento,Período,responsaveis_custear_estudos,Bolsa ProUni,Foi bom aluno no E.M,Incentivo para Universidade,Influência externa na decisão,Contato com graduados,Capital cultural,Satisfação com a escolha do curso,Satisfação com o desempenho,Percepção de satisfação dos professores,Participação em atividades extracurriculares,Relações positivas na universidade,Organização do tempo,Outras responsabilidades não interferem nos estudos,Ambiente adequado em casa,Teve expansão cultural,Tem suporte dos amigos,Percebe suporte da Universidade,Mal-estar na Universidade,Prejuízos por desafios extraacadêmicos,Frequentemente deseja trancar o curso,Expectativas alcançadas,Faixa Etária_numerico,Gênero_numerico,Cor_numerico,Área de Residência_numerico,Tipo de Escola no Ensino Médio_numerico,Trabalha_numerico,Renda Individual_numerico,Escolaridade dos Cuidadores_numerico,Renda Familiar Total_numerico,Área Conhecimento_numerico,Período_numerico,responsaveis_custear_estudos_numerico,Bolsa ProUni_numerico,Foi bom aluno no E.M_numerico,Incentivo para Universidade_numerico,Influência externa na decisão_numerico,Contato com graduados_numerico,Capital cultural_numerico,Satisfação com a escolha do curso_numerico,Satisfação com o desempenho_numerico,Percepção de satisfação dos professores_numerico,Participação em atividades extracurriculares_numerico,Relações positivas na universidade_numerico,Organização do tempo_numerico,Outras responsabilidades não interferem nos estudos_numerico,Ambiente adequado em casa_numerico,Teve expansão cultural_numerico,Tem suporte dos amigos_numerico,Percebe suporte da Universidade_numerico,Mal-estar na Universidade_numerico,Prejuízos por desafios extraacadêmicos_numerico,Frequentemente deseja trancar o curso_numerico,Expectativas alcançadas_numerico
217,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).",Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação incompleta.,Até 1 salário mínimo e meio,Ciências Sociais,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,4,4,5,3,3,4,1,4,8,4,9,5,1,3,3,3,3,2,3,3,3,2,2,3,3,3,1,3,2,2,2,1,3
218,entre 18 e 29 anos.,Mulher cisgênero.,Preta.,Zona urbana central.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Fundamental Incompleto,Até 1 salário mínimo e meio,Ciências Humanas,3° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,3,1,3,1,4,1,9,8,5,7,5,1,3,3,3,2,1,3,2,2,1,3,2,1,1,3,2,1,3,3,3,2
219,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,Até 3 salários mínimos,Ciências Humanas,4° Período,"Meus estudos são custeados integralmente por outra(s) pessoa(s)., Tenho bolsa de estudos integral pelo PROUNI.",Sim,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,3,5,3,1,4,1,5,7,5,6,21,1,3,3,2,3,3,3,3,3,3,2,3,1,3,3,2,2,3,3,1,2
220,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,De 7 a 11 salários mínimos,Ciências Humanas,2° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Concordo,4,3,5,3,4,4,1,5,3,5,8,25,2,3,3,1,3,3,3,3,3,1,3,3,2,3,1,2,2,3,1,1,3
221,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Médio completo.,Até 1 salário mínimo e meio,Ciências Sociais,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Não concordo nem discordo,4,3,3,3,1,4,1,7,8,4,9,5,1,3,3,2,3,3,3,3,3,1,3,2,2,1,2,3,3,2,1,1,2
222,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Acima de 11 salários mínimos,Ciências da Saúde,4° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,4,3,3,2,1,1,2,7,9,3,6,5,1,3,3,3,1,3,3,1,2,3,3,1,1,2,3,3,2,3,1,1,2
223,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,De 4 a 6 salários mínimos,Ciências Humanas,7° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,3,5,3,4,4,1,5,5,5,3,25,2,3,3,2,1,3,3,3,3,3,3,2,1,3,3,2,1,3,3,1,2
224,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, eventualmente.",Menos que 1 salário mínimo,Pós-graduação completa,De 4 a 6 salários mínimos,Ciências Humanas,8° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,4,3,5,3,1,3,2,3,5,5,2,25,2,2,3,3,3,3,1,2,2,3,2,3,3,3,3,3,1,3,3,3,1
225,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências da Saúde,10° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,3,5,3,4,4,1,3,3,3,12,25,2,3,3,2,3,3,3,2,2,1,3,2,3,3,3,3,1,3,3,1,2
226,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Graduação completa.,Não sabe ou preferiu não informar,Ciências Humanas,8° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Discordo,4,4,5,3,4,1,8,5,1,5,2,25,2,2,3,3,3,3,1,3,3,1,3,1,1,3,3,3,2,1,3,1,1
227,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Até 1 salário mínimo e meio,Ensino Fundamental Incompleto,Até 1 salário mínimo e meio,Ciências da Saúde,3° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,4,3,3,3,1,4,8,9,8,3,7,5,1,3,3,3,1,1,3,1,2,1,1,1,2,1,2,1,1,3,2,3,2
228,entre 18 e 29 anos.,Prefiro não dizer.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Médio completo.,Até 3 salários mínimos,Ciências Humanas,3° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Não concordo nem discordo,4,1,5,3,4,4,1,7,7,5,7,25,2,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,2,3,1,3,2
229,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Menos que 1 salário mínimo,Pós-graduação completa,Até 3 salários mínimos,Ciências da Saúde,8° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,3,3,3,4,4,2,3,7,3,2,25,2,3,2,1,3,2,3,2,2,3,3,3,2,3,2,3,3,2,2,1,2
230,entre 18 e 29 anos.,Mulher cisgênero.,Preta.,Zona urbana periférica.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Ensino Médio completo.,De 4 a 6 salários mínimos,Ciências Sociais,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,4,3,1,2,3,2,8,7,5,4,9,5,1,2,3,1,2,2,3,2,2,1,2,1,1,3,3,3,3,2,3,2,2
231,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,Até 3 salários mínimos,Ciências da Saúde,8° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,4,3,5,3,1,1,2,5,7,3,2,25,2,3,3,2,1,1,3,3,3,3,3,1,3,3,3,3,2,3,2,3,2
232,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,Escola particular com bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,De 6 a 7 salários mínimos,"Comunicação, Letras e Artes",1° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,4,3,3,3,5,4,1,5,4,2,9,25,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
233,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,Acima de 11 salários mínimos,Engenharias e Tecnologias,2° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Discordo,Discordo,Concordo,Discordo,Discordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,4,4,3,2,4,4,1,5,9,1,8,25,2,1,1,3,1,1,3,1,1,3,3,1,3,3,1,2,1,3,2,3,1
234,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública ou privada no exterior (fora do Brasil).,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Pós-graduação completa,De 3 a 4 salários mínimos,Ciências Humanas,7° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,3,5,3,2,1,2,3,6,5,3,25,2,3,3,1,2,2,3,2,2,3,3,2,2,3,1,2,1,3,3,1,2
235,entre 18 e 29 anos.,Mulher cisgênero.,Preta.,Zona urbana central.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Médio completo.,De 3 a 4 salários mínimos,Ciências Humanas,4° Período,"Meus estudos são custeados integralmente por outra(s) pessoa(s)., Tenho bolsa de estudos integral pelo PROUNI.",Sim,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,4,3,1,3,1,4,1,7,6,5,6,21,1,3,3,3,1,1,3,2,2,3,2,1,1,1,3,2,1,3,3,2,2
236,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,Escola particular com bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,De 7 a 11 salários mínimos,Ciências Humanas,2° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,4,3,3,3,5,4,1,5,3,5,8,25,2,3,3,2,3,1,3,2,2,1,3,2,2,2,2,3,3,2,2,1,3
237,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola particular com bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Pós-graduação completa,De 6 a 7 salários mínimos,Ciências Humanas,1° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Não concordo nem discordo,4,3,5,2,5,4,1,3,4,5,9,25,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,2,2,1,1,2
238,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Pós-graduação completa,Acima de 11 salários mínimos,Engenharias e Tecnologias,4° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,4,4,5,3,4,4,1,3,9,1,6,25,2,2,3,2,3,3,3,2,3,3,3,2,1,2,1,2,2,3,1,1,2
239,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Graduação completa.,De 4 a 6 salários mínimos,Ciências Exatas e da Terra,5° Período,"Meus estudos são custeados parcialmente por outra(s) pessoa(s)., Tenho bolsa de estudos parcial pelo Bolsa Social PUC Minas.",Não,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,4,4,5,3,5,1,8,5,5,6,5,10,2,3,3,3,3,3,2,1,2,3,2,1,3,3,3,3,1,2,1,2,2
240,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).",Não trabalho nem exerço atividade remunerada.,Menos que 1 salário mínimo,Graduação completa.,De 6 a 7 salários mínimos,Ciências Exatas e da Terra,6° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,4,4,3,2,3,4,2,5,4,6,4,25,2,1,3,2,3,3,2,2,1,3,3,3,3,3,2,3,1,2,1,3,2
241,entre 30 e 39 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período integral.",Até 3 salários mínimos,Ensino Médio completo.,De 3 a 4 salários mínimos,Engenharias e Tecnologias,3° Período,"Meus estudos são integralmente financiados (FIES, PRAVALER, etc.).",Não,Concordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Concordo,3,4,3,2,1,2,7,7,6,1,7,8,2,3,1,2,1,1,3,3,3,1,3,1,1,2,3,2,2,2,3,1,3
242,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Pós-graduação completa,Acima de 11 salários mínimos,Engenharias e Tecnologias,4° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,4,4,5,3,4,1,8,3,9,1,6,25,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,1,1,2
243,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, eventualmente.",Menos que 1 salário mínimo,Ensino Médio completo.,De 6 a 7 salários mínimos,"Comunicação, Letras e Artes",2° Período,Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,4,4,5,2,3,3,2,7,4,2,8,36,2,2,3,1,3,3,3,3,3,1,3,3,3,3,2,3,2,2,3,1,2
244,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Ensino Médio completo.,De 4 a 6 salários mínimos,Ciências Exatas e da Terra,8° Período,"Meus estudos são custeados parcialmente por mim., Tenho bolsa de estudos parcial pelo PROUNI.",Sim,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,4,4,5,2,1,2,8,7,5,6,2,14,1,3,3,1,2,3,3,1,2,1,3,1,1,3,3,3,1,3,3,2,2
245,entre 18 e 29 anos.,Homem cisgênero.,Preta.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período integral.",Até 3 salários mínimos,Graduação completa.,De 4 a 6 salários mínimos,Engenharias e Tecnologias,2° Período,Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,4,1,3,1,2,7,5,5,1,8,36,2,2,3,3,2,2,3,3,2,1,3,1,1,2,3,2,2,2,2,1,2
246,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,"Comunicação, Letras e Artes",7° Período,Meus estudos são custeados integralmente por mim.,Não,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Concordo,4,3,5,2,5,1,2,7,7,2,3,31,2,3,3,2,2,2,3,3,3,3,3,3,1,3,1,1,2,3,1,1,3
